stablecoin,hit_date,PC,z_score,close_price,matched_depeg_date,lead_time_days,is_matched
DAI,2021-11-10,PC1,-6.271404041995236,0.9877538364,2021-11-11,1.0,True
DAI,2021-11-10,PC2,6.80089827091821,0.9877538364,2021-11-11,1.0,True
DAI,2021-11-10,PC4,4.460453917165574,0.9877538364,2021-11-11,1.0,True
DAI,2021-11-10,PC7,6.722410923170033,0.9877538364,2021-11-11,1.0,True
DAI,2021-11-10,PC9,3.891361843064662,0.9877538364,2021-11-11,1.0,True
DAI,2021-11-11,PC1,5.852107308059488,1.0053536445,,,False
DAI,2021-11-11,PC2,7.661281828034033,1.0053536445,,,False
DAI,2021-11-11,PC3,4.533587390622576,1.0053536445,,,False
DAI,2021-11-11,PC4,4.044907618213286,1.0053536445,,,False
DAI,2021-11-11,PC7,7.318368001295646,1.0053536445,,,False
DAI,2021-11-12,PC2,-7.495735458873306,1.0018698681,2021-11-19,7.0,True
DAI,2021-11-12,PC4,4.565366167546904,1.0018698681,2021-11-19,7.0,True
DAI,2021-11-12,PC7,5.442029166931999,1.0018698681,2021-11-19,7.0,True
DAI,2021-11-13,PC2,8.500649108775798,1.0013494909,2021-11-19,6.0,True
DAI,2021-11-13,PC4,4.182065743539548,1.0013494909,2021-11-19,6.0,True
DAI,2021-11-13,PC7,4.47128560621157,1.0013494909,2021-11-19,6.0,True
DAI,2021-11-13,PC8,4.997869254982603,1.0013494909,2021-11-19,6.0,True
DAI,2021-11-14,PC1,-3.543005183692549,1.0007289899,2021-11-19,5.0,True
DAI,2021-11-14,PC2,-9.056093568401378,1.0007289899,2021-11-19,5.0,True
DAI,2021-11-14,PC3,5.084512947100793,1.0007289899,2021-11-19,5.0,True
DAI,2021-11-14,PC7,4.38929311995021,1.0007289899,2021-11-19,5.0,True
DAI,2021-11-14,PC9,-4.295571038422785,1.0007289899,2021-11-19,5.0,True
DAI,2021-11-15,PC1,-3.4276335235355995,1.0001597113,2021-11-19,4.0,True
DAI,2021-11-15,PC2,-6.357709950914966,1.0001597113,2021-11-19,4.0,True
DAI,2021-11-15,PC3,4.279358168879891,1.0001597113,2021-11-19,4.0,True
DAI,2021-11-15,PC7,-16.535691616752043,1.0001597113,2021-11-19,4.0,True
DAI,2021-11-16,PC1,-9.467579634887299,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC10,-38.55123140474875,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC2,25.747772930175586,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC3,34.74288536181217,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC4,36.30144311940642,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC5,-38.00741036023236,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC6,40.57692810351565,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC7,-11.232852933322404,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC8,-18.45135174674406,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC9,34.941389642662394,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-17,PC10,-12.745729145372705,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC3,14.360174520578228,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC4,11.07198499376608,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC5,16.860094247641882,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC6,9.369404218932926,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC7,-4.858279623215102,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC8,-6.655874950121259,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC9,13.663282243550293,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-18,PC1,-6.8220091605044075,0.9964562056,2021-11-19,1.0,True
DAI,2021-11-18,PC10,3.293835565562696,0.9964562056,2021-11-19,1.0,True
DAI,2021-11-18,PC2,-6.099957230390556,0.9964562056,2021-11-19,1.0,True
DAI,2021-11-18,PC3,4.078225623098799,0.9964562056,2021-11-19,1.0,True
DAI,2021-11-18,PC7,12.133046355420344,0.9964562056,2021-11-19,1.0,True
DAI,2021-11-18,PC9,3.556464712586001,0.9964562056,2021-11-19,1.0,True
DAI,2021-11-19,PC10,-3.4856416651856756,1.0048333304,2021-11-20,1.0,True
DAI,2021-11-19,PC2,-8.020692857839522,1.0048333304,2021-11-20,1.0,True
DAI,2021-11-19,PC7,14.655827281457325,1.0048333304,2021-11-20,1.0,True
DAI,2021-11-19,PC8,3.3989323583690396,1.0048333304,2021-11-20,1.0,True
DAI,2021-11-20,PC1,-4.07168462344639,1.0074067795,2021-11-23,3.0,True
DAI,2021-11-20,PC2,8.09753637304827,1.0074067795,2021-11-23,3.0,True
DAI,2021-11-20,PC3,3.6214815681956396,1.0074067795,2021-11-23,3.0,True
DAI,2021-11-20,PC7,-11.900345348459611,1.0074067795,2021-11-23,3.0,True
DAI,2021-11-20,PC9,9.146896368736003,1.0074067795,2021-11-23,3.0,True
DAI,2021-11-21,PC1,-12.633447388028086,0.9969374162,2021-11-23,2.0,True
DAI,2021-11-21,PC10,-4.669489214185487,0.9969374162,2021-11-23,2.0,True
DAI,2021-11-21,PC3,4.469958881419385,0.9969374162,2021-11-23,2.0,True
DAI,2021-11-21,PC8,13.00816752240843,0.9969374162,2021-11-23,2.0,True
DAI,2021-11-21,PC9,3.1803288672855548,0.9969374162,2021-11-23,2.0,True
DAI,2021-11-22,PC1,-11.330190971678775,0.9967034445,2021-11-23,1.0,True
DAI,2021-11-22,PC2,8.084770002200747,0.9967034445,2021-11-23,1.0,True
DAI,2021-11-22,PC3,-5.085227431701738,0.9967034445,2021-11-23,1.0,True
DAI,2021-11-22,PC7,-3.50156298826446,0.9967034445,2021-11-23,1.0,True
DAI,2021-11-22,PC9,-9.031421875332393,0.9967034445,2021-11-23,1.0,True
DAI,2022-05-11,PC1,3.0041880836855914,1.0012738315,,,False
DAI,2023-03-11,PC1,9.53742053117588,0.973868652,2023-03-12,1.0,True
DAI,2023-03-11,PC2,-17.33083813617701,0.973868652,2023-03-12,1.0,True
DAI,2023-03-11,PC3,9.268912289871443,0.973868652,2023-03-12,1.0,True
DAI,2023-03-11,PC4,13.282559435892653,0.973868652,2023-03-12,1.0,True
DAI,2023-03-11,PC6,3.018397441526773,0.973868652,2023-03-12,1.0,True
DAI,2023-03-11,PC7,22.249302357557468,0.973868652,2023-03-12,1.0,True
DAI,2023-03-11,PC8,24.841358139770474,0.973868652,2023-03-12,1.0,True
DAI,2023-03-12,PC1,19.482287091890534,0.9925845914,,,False
DAI,2023-03-12,PC10,7.731376257717153,0.9925845914,,,False
DAI,2023-03-12,PC2,6.305210416924288,0.9925845914,,,False
DAI,2023-03-12,PC4,-7.382787093951653,0.9925845914,,,False
DAI,2023-03-12,PC5,-3.506136425068365,0.9925845914,,,False
DAI,2023-03-12,PC6,4.81353462738244,0.9925845914,,,False
DAI,2023-03-12,PC8,22.08842786105514,0.9925845914,,,False
DAI,2023-03-12,PC9,9.51008455462998,0.9925845914,,,False
DAI,2023-03-13,PC1,3.437957361611541,0.9989164101,,,False
PAX,2021-09-07,PC1,10.09474524601833,0.99200516,2021-09-08,1.0,True
PAX,2021-09-07,PC2,13.345839662319465,0.99200516,2021-09-08,1.0,True
PAX,2021-09-07,PC3,-10.496079543050616,0.99200516,2021-09-08,1.0,True
PAX,2021-09-07,PC4,18.823267026798103,0.99200516,2021-09-08,1.0,True
PAX,2021-09-07,PC5,-8.434678510106536,0.99200516,2021-09-08,1.0,True
PAX,2021-09-07,PC6,6.784584939625574,0.99200516,2021-09-08,1.0,True
PAX,2021-09-07,PC7,25.961121244809476,0.99200516,2021-09-08,1.0,True
PAX,2021-09-07,PC9,20.79687352728643,0.99200516,2021-09-08,1.0,True
PAX,2021-09-08,PC1,17.104105101840414,0.99258059,2021-09-09,1.0,True
PAX,2021-09-08,PC10,-15.28909373374797,0.99258059,2021-09-09,1.0,True
PAX,2021-09-08,PC2,-15.219273187084031,0.99258059,2021-09-09,1.0,True
PAX,2021-09-08,PC3,7.655462923086353,0.99258059,2021-09-09,1.0,True
PAX,2021-09-08,PC4,13.040353049305875,0.99258059,2021-09-09,1.0,True
PAX,2021-09-08,PC5,-3.400710847197082,0.99258059,2021-09-09,1.0,True
PAX,2021-09-08,PC6,23.045971418598224,0.99258059,2021-09-09,1.0,True
PAX,2021-09-08,PC7,5.002461411077362,0.99258059,2021-09-09,1.0,True
PAX,2021-09-08,PC8,16.23881129386468,0.99258059,2021-09-09,1.0,True
PAX,2021-09-08,PC9,-22.703636334526642,0.99258059,2021-09-09,1.0,True
PAX,2021-09-09,PC1,25.44675115777209,0.99070497,,,False
PAX,2021-09-09,PC10,38.02559929552948,0.99070497,,,False
PAX,2021-09-09,PC2,-18.635319180984464,0.99070497,,,False
PAX,2021-09-09,PC3,23.319085493672485,0.99070497,,,False
PAX,2021-09-09,PC4,19.878911430347845,0.99070497,,,False
PAX,2021-09-09,PC5,-19.76780816574645,0.99070497,,,False
PAX,2021-09-09,PC6,31.69526957465208,0.99070497,,,False
PAX,2021-09-09,PC7,14.308231954896831,0.99070497,,,False
PAX,2021-09-09,PC8,26.01157857584669,0.99070497,,,False
PAX,2021-09-09,PC9,24.671055294904,0.99070497,,,False
PAX,2023-04-14,PC1,5.75816620901747,1.0030581252,2023-04-20,6.0,True
PAX,2023-04-14,PC4,-3.095083858261198,1.0030581252,2023-04-20,6.0,True
PAX,2023-04-14,PC8,3.2523063126056604,1.0030581252,2023-04-20,6.0,True
PAX,2023-04-15,PC1,3.137386557878303,1.0001098711,2023-04-20,5.0,True
PAX,2023-04-15,PC2,-3.775250554485704,1.0001098711,2023-04-20,5.0,True
PAX,2023-04-15,PC4,-3.446552037714778,1.0001098711,2023-04-20,5.0,True
PAX,2023-04-15,PC5,-6.775784076285203,1.0001098711,2023-04-20,5.0,True
PAX,2023-04-16,PC1,3.692489075810415,1.0004636853,2023-04-20,4.0,True
PAX,2023-04-16,PC4,-3.6122200467489454,1.0004636853,2023-04-20,4.0,True
PAX,2023-04-16,PC5,6.968349518089506,1.0004636853,2023-04-20,4.0,True
PAX,2023-04-17,PC1,-3.942461484980402,1.0016888232,2023-04-20,3.0,True
PAX,2023-04-17,PC5,-7.065175896118068,1.0016888232,2023-04-20,3.0,True
PAX,2023-04-18,PC2,-3.6135810557160064,1.0009373522,2023-04-20,2.0,True
PAX,2023-04-18,PC3,6.057095251602218,1.0009373522,2023-04-20,2.0,True
PAX,2023-04-19,PC1,3.16714305558519,0.995678748,2023-04-20,1.0,True
