stablecoin,hit_date,PC,z_score,close_price,matched_depeg_date,lead_time_days,is_matched
DAI,2021-04-17,PC1,3.2815459052224094,1.0103104,,,False
DAI,2021-11-10,PC2,-4.158809884538082,0.9877538364,2021-11-11,1.0,True
DAI,2021-11-10,PC6,5.207602589096257,0.9877538364,2021-11-11,1.0,True
DAI,2021-11-11,PC2,4.61384635205841,1.0053536445,,,False
DAI,2021-11-11,PC3,-3.4146149457973314,1.0053536445,,,False
DAI,2021-11-11,PC8,3.0230165471477446,1.0053536445,,,False
DAI,2021-11-12,PC6,3.7289644898793104,1.0018698681,2021-11-19,7.0,True
DAI,2021-11-13,PC3,-3.5214789942053795,1.0013494909,2021-11-19,6.0,True
DAI,2021-11-13,PC6,3.3747752384244802,1.0013494909,2021-11-19,6.0,True
DAI,2021-11-14,PC3,-3.2131703882954628,1.0007289899,2021-11-19,5.0,True
DAI,2021-11-14,PC6,3.11001221468661,1.0007289899,2021-11-19,5.0,True
DAI,2021-11-16,PC1,17.51913938684732,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC10,-39.26725899251315,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC2,-22.9501724013525,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC3,25.259763674812234,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC4,38.28230078285652,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC5,-38.15054560553412,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC7,39.486696131938096,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC8,-38.603438840694785,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-16,PC9,37.66311796232007,1.0011561072,2021-11-19,3.0,True
DAI,2021-11-17,PC1,6.415039976578243,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC10,-12.175724875665027,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC2,-4.639312078542016,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC3,8.217072414833753,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC4,11.49837960468897,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC5,-12.30596425665583,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC6,3.6020042534901546,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC7,11.977540888548543,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC8,-11.875210235091508,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-17,PC9,12.431937114228532,1.0030699995,2021-11-19,2.0,True
DAI,2021-11-19,PC2,3.5032437333303386,1.0048333304,2021-11-20,1.0,True
DAI,2021-11-20,PC2,4.890023651147532,1.0074067795,2021-11-23,3.0,True
DAI,2021-11-22,PC9,3.110965028094383,0.9967034445,2021-11-23,1.0,True
DAI,2021-11-23,PC2,6.120988516404477,1.0075260721,2021-11-24,1.0,True
DAI,2021-11-23,PC6,-4.014634291229397,1.0075260721,2021-11-24,1.0,True
DAI,2021-11-24,PC6,3.5023053188601727,1.0047285533,2021-11-29,5.0,True
DAI,2021-11-24,PC9,3.463229511138848,1.0047285533,2021-11-29,5.0,True
DAI,2021-11-26,PC6,3.019789470586022,0.9992012427,2021-11-29,3.0,True
DAI,2021-11-26,PC9,3.2889787495032357,0.9992012427,2021-11-29,3.0,True
DAI,2021-11-29,PC2,3.784409339013129,1.0046998648,2021-12-06,7.0,True
DAI,2021-12-02,PC6,-3.1661766174384565,0.9974584753,2021-12-06,4.0,True
DAI,2021-12-03,PC6,-4.321171167301883,0.9966161525,2021-12-06,3.0,True
DAI,2021-12-04,PC6,-4.922577158732341,1.0007645864,2021-12-06,2.0,True
DAI,2021-12-05,PC6,-4.614080768549024,0.9990486749,2021-12-06,1.0,True
DAI,2021-12-06,PC2,7.158683068274293,1.0098407603,,,False
DAI,2021-12-06,PC6,-8.382232430551138,1.0098407603,,,False
DAI,2021-12-07,PC1,3.3801714222799766,0.9972688275,,,False
DAI,2021-12-14,PC2,-8.331982781495418,0.9994511007,2021-12-17,3.0,True
DAI,2021-12-14,PC3,-7.001795585732793,0.9994511007,2021-12-17,3.0,True
DAI,2021-12-14,PC4,-4.201202883160961,0.9994511007,2021-12-17,3.0,True
DAI,2021-12-14,PC6,4.196924677393332,0.9994511007,2021-12-17,3.0,True
DAI,2021-12-15,PC2,-3.5173615680216797,0.9976650101,2021-12-17,2.0,True
DAI,2021-12-15,PC3,-4.537532571759249,0.9976650101,2021-12-17,2.0,True
DAI,2021-12-15,PC6,-6.199461682227186,0.9976650101,2021-12-17,2.0,True
