PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2.294394814586965,0.9344201104180352,0.25433770983879683,-0.5734589968838771,-2.9677887959846982,-1.8390716044053799,-1.3974922226077033,-1.3527901775282807,0.14137754291612684,0.3174316728518385
2.1759446902454895,0.4430525566312863,0.2597131222801289,-0.5688866367293018,-2.6188066965139725,-2.034704512982825,-1.5133156143808155,-1.226024626792177,0.3269609890188782,0.11002162989600398
2.3942039321659023,2.0780400366756666,0.635572263903268,-0.654876071683393,-3.293059326679372,-0.7357853216366143,2.1467179737383124,-0.29564534417274674,1.2078413307039768,1.1971218468755647
2.0016724907508485,1.1458556284023607,-0.1872158839454364,-0.12318050124561603,-2.5632028666592155,-1.4302859976544,-0.7740989145355852,-1.3998712425868243,-0.08820335057398032,0.06975095241276232
3.528962405817576,1.5119863398351987,-1.5561090948492604,2.058007825688407,-3.149095329131828,1.7315252100385425,0.23746893672305494,-3.0694637594560046,-2.101536143915402,-0.6079370196611138
14.841605404244168,-14.465458406761542,-6.557118130007892,1.8906335304500494,-0.36151284664694777,1.8650186847802974,0.9714255107343304,1.1553184245246721,-0.3057404855112918,-0.19805549828334346
6.097795673276445,6.385763495744165,-0.6319181264501414,-8.98344183782875,2.0950364211144628,4.614960618121134,1.6089112687191038,-1.3423206859406538,-1.0316165807423316,-1.001334079602551
5.869912638845291,0.7385024791069602,0.5091251103464752,-2.9415812797444785,0.7896538894919963,0.5933687580518132,-3.8714162303487063,1.292156912844496,-0.13147771434909716,-0.39154574574574846
6.171288262116004,1.0881703096238498,0.58472542956585,-3.364338246059248,0.5111257626213604,1.0764936428833412,-2.0382271346689045,1.5747164934521234,0.5668278313694063,0.6863277017910042
6.017093257746329,0.9420675054717188,0.2971969518804327,-3.3038475962341867,0.7338873332194124,0.953160128954386,-2.6369900428149924,1.2778258289083169,0.1439952371755884,0.43973192938882244
3.6125385286900484,1.9294486841029794,0.6631939262734683,0.17370542370548864,-0.6027738876237534,-1.1379365490827231,0.29406868563662675,-0.9252440194752741,-0.265612764152273,1.1248632217777463
3.5925940436037913,0.20667987026526377,0.5082869412052851,0.41414040703866806,-0.3482931467695719,-2.5376394135128333,-1.2644764020830834,-0.8179345873546986,-0.5473250068276264,0.44821741033283374
2.554508498910519,4.303587233995777,2.3771394579090916,0.6910602630092977,-2.0076134700923776,-2.9824924144941565,-1.3981934846239323,3.5599283432983873,-0.5837108338165283,-2.8127651916519802
3.869151914760169,1.9095534244840509,1.8531111627946901,-0.8026798296653296,-0.9536895707017091,-1.1718433816482972,2.1918869255600444,-0.3564805922025566,0.6141072264385512,1.8912316267504485
3.8643149159416397,2.759920676324311,1.9365306045466806,1.3081620314899685,-1.934838452194166,-1.5893368436804796,2.9581456487822657,1.815435662682218,0.6694437403365725,-1.4527831721159576
3.5915948519502563,1.0715853955793753,1.5756159404975896,0.5633345493236582,-0.8185392151768751,-2.12942565458142,-0.4183115047248912,-0.2034671548357857,-0.19049394740902253,-0.3108560793592401
3.5026177896834136,1.2607178052993482,1.6247814633098474,0.03250970370073315,-0.7737127657540316,-2.1557606158559643,0.3484565984369829,-0.45083189836566134,0.16906872271185586,0.4230733533247061
4.060894311364675,3.12508600962614,2.0480984009578105,0.739884488162982,-1.0961674045402114,0.9780588023182755,1.1814184065455073,-0.45702062083590306,-0.4963267837373931,0.12113766310716081
