window,stablecoin,PC,num_hit_days,num_real_depeg_days,num_matched_days,avg_lead_time_matched,precision,recall,f1_score,specificity,matched_depeg_days,first_match_days,avg_close_price_hit_days
rolling_30d,DAI,PC7,13,23,12,2.6,0.9230769230769231,0.42857142857142855,0.5853658536585366,0.9994603345925526,"[Timestamp('2021-11-11 00:00:00'), Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-20 00:00:00'), Timestamp('2021-11-23 00:00:00'), Timestamp('2023-03-12 00:00:00')]","[Timestamp('2021-11-10 00:00:00'), Timestamp('2021-11-12 00:00:00'), Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-20 00:00:00'), Timestamp('2023-03-11 00:00:00')]",0.9985161584461538
rolling_30d,DAI,PC2,13,23,11,2.6,0.8461538461538461,0.4074074074074074,0.5499999999999999,0.9989218328840971,"[Timestamp('2021-11-11 00:00:00'), Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-20 00:00:00'), Timestamp('2021-11-23 00:00:00'), Timestamp('2023-03-12 00:00:00')]","[Timestamp('2021-11-10 00:00:00'), Timestamp('2021-11-12 00:00:00'), Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-20 00:00:00'), Timestamp('2023-03-11 00:00:00')]",0.9977095885923077
rolling_30d,DAI,PC3,10,23,9,3.0,0.9,0.34615384615384615,0.5,0.9994606256742179,"[Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-23 00:00:00'), Timestamp('2023-03-12 00:00:00')]","[Timestamp('2021-11-14 00:00:00'), Timestamp('2021-11-20 00:00:00'), Timestamp('2023-03-11 00:00:00')]",0.99818409502
rolling_30d,DAI,PC1,13,23,9,2.5,0.6923076923076923,0.36,0.47368421052631576,0.9978448275862069,"[Timestamp('2021-11-11 00:00:00'), Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-23 00:00:00'), Timestamp('2023-03-12 00:00:00')]","[Timestamp('2021-11-10 00:00:00'), Timestamp('2021-11-14 00:00:00'), Timestamp('2021-11-20 00:00:00'), Timestamp('2023-03-11 00:00:00')]",0.9968692015461538
rolling_30d,DAI,PC9,9,23,8,3.0,0.8888888888888888,0.32,0.47058823529411764,0.9994609164420485,"[Timestamp('2021-11-11 00:00:00'), Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-23 00:00:00')]","[Timestamp('2021-11-10 00:00:00'), Timestamp('2021-11-14 00:00:00'), Timestamp('2021-11-20 00:00:00')]",0.9980885966888889
rolling_30d,DAI,PC8,7,23,6,2.5,0.8571428571428571,0.25,0.3870967741935483,0.9994614970382337,"[Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-20 00:00:00'), Timestamp('2021-11-23 00:00:00'), Timestamp('2023-03-12 00:00:00')]","[Timestamp('2021-11-13 00:00:00'), Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-21 00:00:00'), Timestamp('2023-03-11 00:00:00')]",0.9962570839428572
rolling_30d,DAI,PC4,8,23,6,3.0,0.75,0.2608695652173913,0.3870967741935483,0.9989235737351991,"[Timestamp('2021-11-11 00:00:00'), Timestamp('2021-11-19 00:00:00'), Timestamp('2023-03-12 00:00:00')]","[Timestamp('2021-11-10 00:00:00'), Timestamp('2021-11-12 00:00:00'), Timestamp('2023-03-11 00:00:00')]",0.99587577375
rolling_30d,DAI,PC10,6,23,5,2.0,0.8333333333333334,0.20833333333333334,0.33333333333333337,0.9994614970382337,"[Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-20 00:00:00'), Timestamp('2021-11-23 00:00:00')]","[Timestamp('2021-11-16 00:00:00'), Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-21 00:00:00')]",0.9991729417166666
rolling_30d,DAI,PC6,4,23,3,2.0,0.75,0.14285714285714285,0.24,0.9994620763851533,"[Timestamp('2021-11-19 00:00:00'), Timestamp('2023-03-12 00:00:00')]","[Timestamp('2021-11-16 00:00:00'), Timestamp('2023-03-11 00:00:00')]",0.992669837525
rolling_30d,DAI,PC5,3,23,2,3.0,0.6666666666666666,0.09523809523809523,0.16666666666666666,0.9994620763851533,[Timestamp('2021-11-19 00:00:00')],[Timestamp('2021-11-16 00:00:00')],0.9989368993666666
rolling_30d,PAX,PC5,12,35,9,1.6666666666666667,0.75,0.25,0.375,0.9983722192078134,"[Timestamp('2021-09-08 00:00:00'), Timestamp('2021-09-09 00:00:00'), Timestamp('2023-04-20 00:00:00'), Timestamp('2023-05-04 00:00:00'), Timestamp('2023-05-19 00:00:00'), Timestamp('2023-12-14 00:00:00')]","[Timestamp('2021-09-07 00:00:00'), Timestamp('2021-09-08 00:00:00'), Timestamp('2023-04-15 00:00:00'), Timestamp('2023-05-03 00:00:00'), Timestamp('2023-05-18 00:00:00'), Timestamp('2023-12-13 00:00:00')]",0.99722557515
rolling_30d,PAX,PC4,15,35,9,1.7142857142857142,0.6,0.25,0.35294117647058826,0.9967497291440953,"[Timestamp('2021-09-08 00:00:00'), Timestamp('2021-09-09 00:00:00'), Timestamp('2023-04-20 00:00:00'), Timestamp('2023-05-04 00:00:00'), Timestamp('2023-05-19 00:00:00'), Timestamp('2023-12-14 00:00:00'), Timestamp('2023-12-16 00:00:00')]","[Timestamp('2021-09-07 00:00:00'), Timestamp('2021-09-08 00:00:00'), Timestamp('2023-04-14 00:00:00'), Timestamp('2023-05-03 00:00:00'), Timestamp('2023-05-18 00:00:00'), Timestamp('2023-12-13 00:00:00'), Timestamp('2023-12-15 00:00:00')]",0.9972622713066666
rolling_30d,PAX,PC1,9,35,7,2.6666666666666665,0.7777777777777778,0.1794871794871795,0.29166666666666663,0.9989154013015185,"[Timestamp('2021-09-08 00:00:00'), Timestamp('2021-09-09 00:00:00'), Timestamp('2023-04-20 00:00:00')]","[Timestamp('2021-09-07 00:00:00'), Timestamp('2021-09-08 00:00:00'), Timestamp('2023-04-14 00:00:00')]",0.9964898600444444
