stablecoin,hit_date,PC,z_score,close_price,matched_depeg_date,lead_time_days,is_matched
DAI,2021-03-17,PC1,3.3216210108542534,1.00526405,2021-03-17,0.0,True
DAI,2021-11-10,PC1,7.663320599049241,0.9877538364,2021-11-10,0.0,True
DAI,2021-12-14,PC1,-6.006954775256767,0.9994511007,2021-12-17,3.0,True
DAI,2022-04-11,PC1,3.1085388984917763,0.9988737677,,,False
DAI,2022-05-08,PC1,3.7482451606039904,0.9995645261,,,False
DAI,2022-05-09,PC1,5.084602431526962,0.9983388626,,,False
DAI,2022-05-10,PC1,3.1259893121865665,0.999920097,,,False
DAI,2022-05-11,PC1,5.72852207693505,1.0012738315,,,False
DAI,2022-05-12,PC1,4.44408333238969,1.0010548216,,,False
DAI,2022-11-10,PC1,3.9869842924239576,1.0022584546,,,False
DAI,2023-02-10,PC1,4.9521381834622895,0.9992522412,,,False
DAI,2023-02-16,PC1,3.298094497035717,0.9982423757,,,False
DAI,2023-03-11,PC1,9.07292710058199,0.973868652,2023-03-11,0.0,True
DAI,2023-03-12,PC1,4.45450212737718,0.9925845914,2023-03-12,0.0,True
DAI,2023-07-06,PC1,-3.0437099493722957,0.9983375064,,,False
DAI,2023-08-08,PC1,-3.404685524643275,0.9997875439,,,False
DAI,2023-08-09,PC1,-3.163089839466773,1.0000957232,,,False
DAI,2023-08-10,PC1,-3.1430566256596686,0.9999651098,,,False
DAI,2023-11-13,PC1,-3.519159970302823,0.9987229428,,,False
DAI,2023-11-21,PC1,4.631466257932057,0.9979210507,,,False
DAI,2023-12-15,PC1,-3.051816631421792,0.9982374145,,,False
DAI,2024-08-17,PC1,-5.747313961901371,0.9999650715,,,False
DAI,2025-12-30,PC1,-3.439388663913476,0.9996807244,,,False
DAI,2021-09-18,PC10,3.4211911010012823,0.9992894518,,,False
DAI,2021-11-20,PC10,3.6430491477531364,1.0074067795,2021-11-20,0.0,True
DAI,2021-12-22,PC10,-3.155027247903611,0.9988737505,2021-12-23,1.0,True
DAI,2022-08-05,PC10,-3.29360792446482,1.000417577,,,False
DAI,2022-11-17,PC10,-3.9860539990433645,1.0002548795,,,False
DAI,2023-01-13,PC10,-3.582745242522084,1.0007452112,,,False
DAI,2023-07-03,PC10,-3.625994750557092,1.0000174618,,,False
DAI,2025-04-07,PC10,-4.8869275151674785,0.9999711691,,,False
DAI,2021-04-18,PC2,-4.563907763777533,0.99915892,,,False
DAI,2021-05-06,PC2,-3.25674357379944,0.99966671,,,False
DAI,2021-05-19,PC2,4.64224114035144,1.00063869,,,False
