PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0.49346540019734025,0.12245134332530863,-0.023041086214985934,0.11803341747258468,0.31832623532480875,-0.16042991672639687,-0.39464982230931533,-0.21585196883503277,1.3198303443010693,0.18344144747053603
-0.03348156525064756,1.1943575336427361,1.105979565989403,1.1223387420725794,0.8011118968488605,-0.5538601936708806,-0.5986434703072674,-0.35540958834412967,0.3644173727396747,-0.10071959954499926
0.5763165874702326,-0.6251340940309456,-0.5473278103360331,0.2599162327396649,1.2144490367693468,0.3145922919942658,-0.6223991302810057,-0.17103218178226204,1.0999286099997787,0.5053633242038513
-0.08480723471802519,1.5649677263206108,1.1999706557723484,1.6758924325146953,1.6241959686879235,-0.3054611792501515,-0.6778239117843602,-0.35605048396394834,-0.3859262166317835,0.6206331340695758
-0.08241623734979044,0.43012276445763326,0.8272392587183318,0.8702308741281994,0.846076366529422,-0.8250725611769075,-0.8812510105719504,-0.46264186447716243,0.4497551020897505,-0.2556878083144194
0.2114994617058415,-2.3533062170203216,-0.7158502772311794,-0.016901204725279485,0.6445751905470521,-0.5307523117758055,-0.9808576394751921,-0.3345049145572789,0.9586763982124197,0.7519058403502222
0.02495849451096437,-1.3983184844885264,-0.0636153581182317,0.6765479005189259,0.6990214554819376,-0.6006003312662207,-0.5212553330469781,0.07395208285695172,0.8308500084094316,0.7430520247472593
-0.7212556623819473,1.396974377174088,2.12022940068642,1.705945210490723,0.26613944991393174,-1.6631447323416702,-0.5717706536384054,-0.5501521952397976,-0.12196617098571308,-0.5503196951907703
0.10476580275217952,-1.001087001393927,-0.059402942157675075,0.49982534676533646,0.9122786282845712,-0.15807193243756504,-0.5415843678038896,0.13399095347779139,1.4945282054587523,0.1280888968713983
0.06083921266443061,-1.371363096910669,-0.09199643390166574,0.33658684055953064,0.353496214347557,-0.8507497266546606,-0.5551438848182274,-0.14996590471616283,1.1603283310306363,-0.11942553686557361
0.1587110999222809,-2.4261112956866278,-0.6582045600229754,0.6179958511703477,0.6962786627626012,-0.8948827884692928,-0.3327392300587273,0.20330496368165302,0.3170863893957151,-0.030137180317436098
0.37693640293678937,-1.1748476832143495,-0.3772299656165287,0.7460117737572338,0.46310697307749954,-0.782669344739728,0.06474988971807219,0.21772221359677024,0.005195371207542355,-0.33084218573865387
0.5311099360984117,-0.5390471390587689,-0.42150059699420767,0.785150094570629,0.7847205735117831,-0.36472767021645985,0.1754897794799148,0.06191197882736855,0.3687830396053775,-1.0768097208112688
0.5148295928120119,-0.4329520608455026,-0.35860960295073824,0.7830406132052599,1.1216179510978874,-0.22600014927580014,-0.03566849811461837,0.19985796825117075,0.7584353697380009,-0.5866308921627535
-0.09838541971051067,-4.6886020524528815,-1.3830103129787157,0.527568371254455,1.2708316891558593,-1.0793215692401863,-1.004986709514067,-0.09559161871599468,-0.1369102301681585,1.2319021359148694
-0.33114202714111,-3.0035120889195155,-0.43750654646325027,1.5533610977096188,1.3796063341798017,-1.7307455452368936,-0.037483140959719864,0.5149760291818952,-0.6535649545742953,-1.0842087861971785
-0.10727955111034147,-0.611874239059361,0.10530240527425723,2.2608467309880513,2.0450733247544135,-0.5252389103688976,0.845932736902274,0.9371995914749081,-0.2758003005303953,-2.1634393447290914
0.32700696443195115,-1.0985090630430452,-1.0554391173519853,3.1454442820984894,5.051707584367782,0.10364019094242942,0.9424393278114336,2.1430385000339522,-0.8806898655175784,-3.2446806230332204
-1.2658116764767846,1.5671826473833057,2.6690889803835556,2.719528555265574,1.543442192939391,-2.100303813557353,-0.555744206693309,-0.2491488574363145,-0.8800961642840114,-1.0995415991397524
0.6002735689126555,-1.996263767174397,-1.5289199306647494,1.5656591215875881,3.820527348858849,0.333057878319262,0.1954302607925192,1.4320314553484892,0.206400351803479,-2.281546146944266
0.33080634767615935,-1.7054958459383671,-0.7472301881288747,1.0295701334311138,1.6056888916120595,-1.0774612893537077,-0.03820688588554327,0.36929976365563577,-0.6564740906984351,-1.914361926617158
0.014281566257239354,-0.05400770226426504,0.4797277642626017,0.8533089342274275,0.08222106323951363,-0.5783239518009982,0.1541143803056989,-0.47376786101011986,0.2714762696721316,-1.5255792551232408
-0.32638627423348965,1.2602569474232435,1.492025199815402,1.1544261032887413,0.29868197403805213,-0.4589197722142253,-0.24132680307604615,-0.6119417663764604,0.6600624486164878,-0.6853417662495283
0.23444511389842979,-1.7755339912237218,-0.4431201041954416,0.05866855031256532,0.22619149382847142,-0.4689941345210083,-0.40677937777838613,-0.3472093284754298,0.9981977350875366,-0.4231066018434646
-0.2552065378294417,0.8773328565557783,1.4084467285887579,1.0136561169376397,-0.392048831250667,-1.087596019295758,0.05712642577259717,-0.4406366089436906,0.3751340314739915,-1.1491897895889982
0.18173737234957335,0.06116795522039312,0.0928968438210178,1.5629378140658539,2.9000739863235476,1.103350737750476,-0.2932166593911829,0.7968639812808613,1.0793024366978061,0.40286342425211785
-0.10619423453841807,-3.3838020961751574,-0.8019318880960951,0.357365003094791,0.9169096727858438,-1.5536556059606155,-0.7834955876542554,-0.1879246782528022,0.11269895591562859,-0.9281041812785291
-0.345434169483316,0.1346916344352669,1.0647436888578061,1.2420542790784168,-0.016656765882346974,-0.29766052505406837,0.535814715397311,0.0007664840312127787,-0.35958161458596,-1.3274408563045352
-0.5492374506227011,1.2040845071073383,1.953158147744026,1.839659322251919,0.9740781748309334,0.1613406338441513,-0.12301840388013542,-0.2683894337751591,-0.664880713346724,-0.40381755822895293
