,0,1,2,3,4,5,6,7,8,9
percent_change_24h,0.06693435276254847,0.33758886354773715,-0.1425300334191386,-0.2794673036630583,-0.03810138059959837,0.20549150873964642,0.3654735705885861,0.09583774001389532,-0.044065467370414245,-0.09940001764929553
percent_change_7d,0.06165508123824387,0.37425640751815004,0.0009531594997674864,-0.133928802831637,0.015086158584634472,0.23506105156029206,0.026505107559289913,0.03941148004233278,0.129532623293827,0.015330912705251887
percent_change_30d,0.06445329213947154,0.39870860992459156,-0.05015582841533942,-0.11115150235791467,0.008288677540371325,0.00513312800084266,-0.20932916196914128,0.06363537509803999,0.1410876940957914,0.09174903930750726
volume_percent_change_24h,0.014316953506054173,-0.06698000422164382,0.31100436075677146,0.17635363626693282,0.004795688018630023,0.5193367318532417,-0.013076502082787027,0.2501241884272718,0.1508900030136932,0.24876001055363967
volume_percent_change_7d,0.03334557226945941,-0.05312569632698094,0.4101823725849834,0.19742850429622233,-0.07141328335809674,0.39639080914993546,0.06165349304290038,0.06660486242319827,-0.01828334983460106,-0.07380668288937307
volume_percent_change_30d,-0.11239107340001898,-0.06758557753620736,0.4561344904529131,-0.1479684792425592,-0.058831758117834095,0.10894151821614784,0.3197556078939967,-0.04171539580014037,-0.12372516353820825,0.06508327313009712
market_cap_percent_change_24h,0.2917401846593412,-0.08767705290817687,0.03523667040324953,-0.034148230766248,0.5994167974093749,0.03573662162537059,0.09910534970849212,-0.16912347474137845,0.05148057170976523,0.032217995252605346
market_cap_percent_change_7d,0.42986951961251724,-0.07215653877106705,0.00457149173969679,-0.027416497389921107,-0.046457148037987284,-0.010678688908477669,-0.16753453478907326,0.39296314995211384,-0.26990707037572853,-0.1490382756951484
market_cap_percent_change_30d,0.40536972973935526,-0.11957417848964107,0.005215424367583726,-0.0025180738135258778,-0.3128424249332716,-0.08356719774876267,0.15676512308073087,-0.17655521325997142,0.23241717921775235,-0.011498053548457933
circulating_supply_percent_change_24h,0.2943378657841548,-0.07549991710524658,0.029763123761000407,-0.04466317995232796,0.5984286423161718,0.04314466803600046,0.11300872456164425,-0.16557826009467438,0.049760347827581576,0.028857530392747476
circulating_supply_percent_change_7d,0.43067562555842154,-0.0669435496139785,0.004507238689792652,-0.02934029153479712,-0.04620655516086214,-0.007447182932531034,-0.1669950665215181,0.3935044003915559,-0.26810069226942207,-0.1488538456742741
circulating_supply_percent_change_30d,0.4061055671950993,-0.11673678189892271,0.004813467639709841,-0.0033783887013215663,-0.31297231029558653,-0.08358725612338974,0.1553711790650506,-0.17618418706315878,0.23362693451584954,-0.010797323491025933
realized_daily_volatility,0.025874504201820702,0.10008809047389026,0.34810106807184515,0.2977708364786298,0.04138800202097402,-0.09792359950682732,-0.4891102679580167,-0.1706102833806546,0.10613256684456523,-0.18630919266804355
peg_error,0.13726119180839522,0.47138050516675917,-0.013820542171088237,0.0762481186715907,-0.00240093350519719,0.0564419568955988,0.004106420782587678,-0.01366862496385107,0.016688992667812524,0.04709291233228901
abs_peg_error,0.11833253075245925,0.4587628661397821,0.07129010002064384,0.02160937420874121,-0.026226951685357016,0.019239194875760698,0.015597770968208925,-0.12049816160469343,-0.08292977882524481,-0.05865635277050546
price_deviation_5d,0.10524314628886171,0.24752796906440386,0.2274257030972953,0.3165417866956505,-0.005011373754772836,-0.28436047732406267,-0.07505510825812364,-0.20978637812831064,-0.14349061048651454,0.16671966637358754
price_deviation_30d,0.08596134216211601,0.07335184531487855,0.06939465925889604,0.43546787677635473,-0.05985319301146803,-0.29000462639148833,0.5242224675217733,0.10696236645094602,-0.1218698260483297,0.2028497248318642
downward_price_deviation_5d,-0.04650542167509506,0.025809929536601568,0.355982067214212,-0.3364609348670238,-0.05137885680114091,-0.07561587367054391,0.08257231804213643,-0.2949605705810864,-0.40673896840040036,-0.4490045445771751
downward_price_deviation_30d,-0.057452509466821185,0.04882591305614292,0.28164365094458105,-0.343211711750736,0.09536445818573736,-0.3765222883446793,-0.0641048011474961,0.3041292354320239,-0.15732469414178038,0.5166566819315614
fear_greed_index,-0.026481284388711238,0.03140440912635284,0.32850522848556063,-0.2303930438059305,0.044228090895061224,-0.3186130451935951,0.06808435652398931,0.28223242760734485,0.6483012148097649,-0.26643621805848355
fed_funds_rate,0.210261290035451,-0.10369370293303819,0.07049742612067464,-0.35493887107079497,-0.22897787285069232,0.13928657903667077,-0.2300738288760802,-0.36133002413009,0.012901646288553992,0.46321932518578457
