,0,1,2,3,4,5,6,7,8,9
percent_change_24h,0.12407987813047243,0.26031301301361504,-0.023596457134516115,-0.18880758891125166,0.0004767743939762746,0.44167554261497444,0.45936492182889016,-0.042492133753630805,-0.12552623158572326,0.22823651412773183
percent_change_7d,0.16977625732010876,0.2934964334702913,0.036164301444818026,-0.19577280568919136,-0.10963532153368832,0.32059329180208906,0.04182163432654327,0.04017532741081682,0.45605985328468096,-0.31990394956122925
percent_change_30d,0.25823747867068403,0.29511598194514405,0.012014647461743194,-0.15767157559762285,-0.11214379413568278,-0.09711334114963391,-0.17973987378191442,-0.05135416427834202,-0.24578897974926012,0.1555054211169179
volume_percent_change_24h,-0.06126746596110803,-0.11321651203730294,0.36690941955657336,-0.006666098723752012,-0.2527213185743734,0.24979192200051323,-0.3036958973731473,-0.0811117917536485,-0.07314301789610977,-0.06845284409849937
volume_percent_change_7d,-0.10966790943951076,-0.04673373865198455,0.3727729769807951,0.1618164888856085,-0.12028018649158513,0.3303107646593944,-0.22858182005003602,0.036071865807850406,-0.4630559658625314,0.19863259033197966
volume_percent_change_30d,-0.17428008393152164,-0.08483511650731788,0.3023553711388853,0.24467515021661843,-0.03414024213513516,0.33554026090825956,0.15977617990624443,0.2354450721877446,0.033292174845456345,-0.3170882897524493
market_cap_percent_change_24h,0.16855466400434452,-0.2039344167895048,0.3350712139400535,-0.20103284891526466,-0.19002341210854895,-0.2884058564565589,0.33873656630055954,-0.09834579882403352,-0.09356143936833128,-0.0835615360381551
market_cap_percent_change_7d,0.35691331119109265,-0.15009279923039254,0.10584744859735216,-0.10556979974997631,0.16178834199485154,-0.010815124298713183,-0.14244449021792666,0.5074071748674829,0.044914293088316404,0.04371961801143996
market_cap_percent_change_30d,0.33133905851617707,-0.1699805251542935,0.03183435210228255,0.23847229615961496,0.2672107300780599,0.12428153992239815,0.007723790995635251,-0.3397672962536203,-0.012327209777966898,-0.18487065314950984
circulating_supply_percent_change_24h,0.17924862632192784,-0.1839769193392435,0.33292760233211466,-0.21651349529635225,-0.18982110346037798,-0.251327132742838,0.3774731653337053,-0.09606623357051676,-0.11286011547432978,-0.0666178390113048
circulating_supply_percent_change_7d,0.3598833935790316,-0.1405525782471024,0.10708798705254355,-0.11029929680663342,0.15675620426609502,0.00025981125466013807,-0.13921118735022142,0.5115675309498833,0.0534843902094607,0.03897265825203916
circulating_supply_percent_change_30d,0.3353453495444184,-0.16507327191999813,0.0319909703922304,0.23578472296873773,0.26489420337718467,0.12320480463016087,0.005421566194072958,-0.33797112769023047,-0.016730067026397597,-0.1815135946311823
realized_daily_volatility,-0.07061277345005104,0.0440853800476729,0.4162528962689889,-0.10566474743485735,-0.09233210722542216,-0.08448303210045964,-0.27423683523290937,-0.2491938696929603,0.5911067113974414,0.153467227442481
peg_error,0.18002800230163657,0.43923118852633775,0.1282955533832885,0.009301220211765545,0.0263693088955798,0.038225513912600484,0.02575153564583333,-0.019127214814186614,-0.0802633462254884,-0.017732803789624923
abs_peg_error,0.15545492358149615,0.4405175482649632,0.1589064105371079,0.014516283786675913,0.07469907047563999,0.014534766492449197,0.020086807029504286,-0.03177962955038511,-0.05588047683628011,0.03291508748379649
price_deviation_5d,0.0286671725481671,0.2994989323566109,0.24084759214849988,0.21831971843581052,0.21173617185549393,-0.36781747378125074,-0.1709637997370042,-0.03720674206021809,-0.07338129557540754,0.03655733227383932
price_deviation_30d,-0.15647950297704466,0.15226348221832026,0.23482138508518996,0.23883772842288198,0.44612089623805573,-0.13849765211006,0.19291853230667713,0.10586105096681993,0.007966923006098582,-0.14819553803146177
downward_price_deviation_5d,-0.23622205791377443,-0.09244426342641607,0.2107563302092822,-0.1305402943729839,0.3948595729831272,0.0712312552559322,0.19048623211871366,-0.01855891004239396,0.1419910271763696,0.5469086189356103
downward_price_deviation_30d,-0.2545486677006153,-0.05425307381692026,0.07344521730200457,-0.41437912648242736,0.3646815097939659,0.1292078651630539,0.01410218108522968,-0.011057329638061053,-0.0588363584832152,-0.21150626239042164
fear_greed_index,-0.21379344133894268,0.18874154458399556,0.0785019725320608,0.3066867029224873,-0.238798476015253,-0.1854062950165,0.24962209431210375,0.29072506690533406,0.05889212265976134,-0.14751244773946026
fed_funds_rate,0.22378489928490577,-0.1184169335915376,-0.032665480050425,0.43934718537520717,-0.16387583405951464,0.11005623010670673,0.21544772713042354,0.042966095174159315,0.2768549506349972,0.4252935410831424
