,0,1,2,3,4,5,6,7,8,9
Unnamed: 0,0.34281022735732547,-0.04885189254374982,-0.06849745834376195,0.07932588934556428,0.23264339899700037,-0.11149542852852894,0.027144895782586755,0.14355880821026973,0.1210752986148103,-0.07632516651301831
percent_change_24h,0.01097068602849427,0.264383992048818,0.3176963651348873,-0.2744356987488945,0.3518540035077023,-0.08421036437948257,-0.07192197520638237,-0.026229485538032907,-0.05393284248543513,-0.26731347740240124
percent_change_7d,0.05063201342457223,0.2743697187193642,0.30059074920630774,-0.008434725415807125,-0.19574817869870662,-0.05050978512977463,0.10565183081184187,-0.1767243790035011,0.38971230184545563,0.0171244018348554
percent_change_30d,0.06067078240220532,0.26144467208962274,0.2991548981675449,0.2600873501986268,-0.14590638780162174,-0.23003072905299232,-0.2963724768291391,0.08678267379331214,-0.0468697809728181,0.12507914347838692
volume_percent_change_24h,-0.07597282543584853,0.030885240171343746,0.1784799118028734,0.11602558632384197,0.5981512195966915,0.2794122204403267,0.09318695627839335,-0.15503273217964605,-0.3535250012808138,0.42171346488705286
volume_percent_change_7d,-0.07686511366968345,0.0009140756220893599,0.14080566056955057,0.44634108566313996,0.24827220102052147,0.35328916282593376,0.13028376899196087,-0.171814999634125,0.5959041608822593,-0.023446677329723956
volume_percent_change_30d,-0.14542024511966414,0.06859566400445652,0.16005950714939257,0.5465123938246027,-0.05135575066213545,-0.2099971508657612,-0.2107255707366025,0.011945761860520206,-0.21484154058866536,-0.32055590468403855
market_cap_percent_change_24h,0.1870065671682652,-0.34082005230336454,0.05773831358476781,0.154245177883916,-0.2858828352496477,-0.06039441375300594,0.19017306823169575,-0.16150703056738872,-0.0028168795191507445,0.3254575221630402
market_cap_percent_change_7d,0.26440357118688035,-0.26793366720955203,0.25079246448035636,0.012843808368718795,0.003108440777166162,0.0263231115543167,0.10134964519018684,-0.04425736570725949,-0.22583534602327598,-0.2372856999203902
market_cap_percent_change_30d,0.3499369744787226,-0.029271574461562297,-0.055952913441185026,0.019566992261648118,0.06320976074717564,0.16159330421510262,-0.4096081267205557,0.16341157671580792,0.018052773302965935,0.18519864021828386
circulating_supply_percent_change_24h,0.24693962636825312,-0.1830008959310907,0.3314410285481632,-0.029653953158255603,-0.0786650966047536,-0.13469150213420422,0.17869853091699855,-0.22401802387156278,-0.04177329268990726,0.19008929336084146
circulating_supply_percent_change_7d,0.2746178782276123,-0.2233399620879808,0.29938505291439416,0.010941545350829255,-0.025955479208116174,0.018621964071665338,0.11738221301986419,-0.0718390044906816,-0.1689844790356389,-0.2352676297855333
circulating_supply_percent_change_30d,0.3504905590677275,-0.021109572834313504,-0.04687371632881616,0.026462440233509545,0.05891922105468939,0.15476199215913297,-0.4158693162830264,0.16515905697611194,0.016754544601469645,0.1881079130527282
realized_daily_volatility,-0.23693536940836638,-0.2646550977262888,0.025873646186913304,0.26247037854401867,0.13733372540832997,0.008051927872677488,-0.15230865239356287,-0.03205082709581308,-0.16293136619258786,-0.2215337040868946
peg_error,0.08425771901332836,0.38093643385256915,0.26435851638864893,0.0517030545842112,-0.09054822933176043,-0.1063769598297857,-0.04520797078424066,0.0026987395603334267,-0.03663722471159189,0.2218309329135623
abs_peg_error,-0.149424200773758,-0.3482737050843258,-0.08576514728789301,0.23124519074485395,-0.04658053861665819,-0.135161989950801,-0.2085243995211615,-0.003827828563715063,0.13843856486538927,0.15376246985145264
price_deviation_5d,-0.20367242369151156,-0.2408830175836664,0.2361628592785469,-0.15524814607049486,0.14983808460407133,-0.3721151058438357,-0.21731188864626938,0.05347978234004962,0.18947971153516574,0.2146890707861377
price_deviation_30d,-0.2615217008509151,-0.07408224797313814,0.272362794348632,-0.11495797999768932,-0.24243760932925232,0.37820559641138224,-0.17089578890341126,0.22911206260111003,-0.04064175651872544,0.09050830447147976
downward_price_deviation_5d,-0.18347011979325853,-0.26894704452781537,0.16649455544492794,-0.30195040919995375,0.24439728839533056,-0.2841800748793432,-0.11428182249456727,0.02226791340603548,0.22741192939311505,0.009726195682041857
downward_price_deviation_30d,-0.1908927849404335,-0.13890328585245548,0.34386649414644926,-0.15765149084192168,-0.23226936557279698,0.4221985796755732,-0.04696063040609615,0.1874468651832986,-0.014041307601134903,-0.07453701081175855
fear_greed_index,-0.29954958825673533,0.11693250993117911,-0.039163047291764896,0.07438532309574361,-0.08378165322826434,-0.1406303089852275,0.1940075625723509,-0.016375788436549032,-0.28144915463027026,0.34191174636732447
fed_funds_rate,0.03797402449023368,-0.023260687808899304,0.10402898159407002,0.17135416939186165,0.11482913306942878,-0.12324984880432296,0.4405616689258581,0.8102906399855974,0.06684780082681252,0.058912081836522884
